13.897	18.74	181.7	61.9	54.5
13.924	16.74	144.8	35.1	54.2
13.927	17.47	176.6	54.5	54
13.938	20.31	156.9	50	54.5
13.954	18.98	175.4	58.4	55
13.963	18.58	183.4	62.5	.
14.001	18.37	178.6	58.6	58.9
14.045	18.92	170	54.7	52.7
14.058	15.28	177.2	48	.
14.069	20.34	170.6	59.2	55.1
14.083	17.18	172.1	50.9	56.4
14.094	18.88	169.1	54	55.5
14.099	22.33	163.2	59.5	53.7
14.121	16.84	159.2	42.7	53.6
14.176	21.39	169.8	61.7	56
14.209	18.76	170.9	54.8	53.9
14.22	17.52	165.5	48	53
14.297	17.84	167.4	50	55.1
14.297	18.87	153.2	44.3	50.5
14.302	21.85	173.5	65.8	.
14.308	19.15	171	56	53.1
14.332	18.23	164.1	49.1	54.9
14.398	23.51	185.6	81	56.6
14.398	17.72	156.1	43.2	56
14.412	19.78	165.5	54.2	56.5
14.414	19.44	166.5	53.9	56.7
14.494	17.95	147.4	39	54.7
14.527	20.13	160.7	52	65
14.54	22.84	182.4	76	58.2
14.543	23.03	173.7	69.5	57.3
14.543	16.38	176.4	51	55.9
14.546	21.79	167.3	61	55
14.65	21.99	179.8	71.1	58
14.666	19.18	159.8	49	.
14.666	18.39	163.2	49	55
14.669	17.09	182.9	57.2	56.7
14.677	20.76	180.3	67.5	.
14.721	17.73	169.1	50.7	56.3
14.762	16.74	168.6	47.6	52
14.787	19.08	168.5	54.2	55
14.811	20.42	173.8	61.7	55
14.811	20.75	179	66.5	58.1
14.83	16.79	160	43	.
14.839	15.66	178.5	49.9	56.6
14.844	21.55	172.7	64.3	56
14.852	18.39	180.9	60.2	57.3
14.863	23.18	169.1	66.3	55.5
14.872	19.96	175.8	61.7	56
14.877	16.68	188.5	59.3	53
14.885	18.22	175.3	56	57.6
14.926	18.52	177.4	58.3	56
14.934	24.86	156	60.5	56.9
14.967	29.03	174.1	88	54.4
14.984	19.02	165.8	52.3	54.6
14.997	19.82	181.2	65.1	55.6
15.003	25.91	188	91.6	59.8
15.017	17.78	180.6	58	55
15.025	18.22	185.5	62.7	56.4
15.028	16.97	178.5	54.1	57
15.055	21.5	172.5	64	.
15.099	23.48	178.1	74.5	58.3
15.129	18.72	176.9	58.6	54.3
15.132	21.36	167.3	59.8	54
15.145	18.27	177.4	57.5	55.3
15.159	19.4	166.5	53.8	56.5
15.162	17.53	176.8	54.8	54.3
15.189	16.63	165.2	45.4	54.7
15.2	17.61	175.4	54.2	56.3
15.249	25.18	188	89	56
15.266	20.36	175.2	62.5	55.2
15.268	17.69	179.5	57	.
15.304	20.73	175	63.5	58
15.323	18.18	180.1	59	57.4
15.359	19.21	179.2	61.7	55.2
15.394	20.81	179.8	67.3	54.4
15.411	18.01	173.3	54.1	58
15.416	22.99	187.2	80.6	59.6
15.427	18.98	172.8	56.7	56
15.444	23.59	181.1	77.4	58.8
15.449	16.5	165.1	45	55.6
15.466	19.81	179.7	64	.
15.474	21.71	192.2	80.2	59.3
15.493	30.62	182.5	102	57.7
15.504	17.67	172	52.3	56.9
15.507	18.99	182.1	63	55.4
15.52	19.5	162.5	51.5	54.5
15.542	17.09	171	50	56.6
15.556	18.3	183.3	61.5	53.6
15.57	20.2	177.3	63.5	57.5
15.622	20.8	184.1	70.5	58.4
15.63	17.31	174.3	52.6	54.8
15.633	19.36	186	67	53.5
15.657	22.23	178.8	71.1	59.1
15.663	19.64	172.7	58.6	57.1
15.668	20.59	176	63.8	59.8
15.674	18.24	176.6	56.9	56.8
15.693	21.1	167.2	59	.
15.704	20.08	182.8	67.1	56.6
15.794	17.21	168.9	49.1	55.2
15.838	20.26	177	63.5	58
15.879	20.29	190.7	73.8	56.9
15.882	20.32	175.9	62.9	.
15.89	17.24	173.8	52.1	58.4
15.893	19.7	168.6	56	54.9
15.906	18.52	176.2	57.5	57.6
15.912	20.12	180	65.2	55
15.926	22.09	167.8	62.2	55.4
15.937	16.56	185.2	56.8	56.6
15.961	21.79	183	73	57
15.989	18.37	187.8	64.8	56.8
16.03	19.34	178.9	61.9	56.5
16.049	20.25	186.7	70.6	56.3
16.049	19.4	177.9	61.4	54.6
16.062	18.18	183.9	61.5	56
16.065	20.14	184.4	68.5	55.3
16.068	20.32	186.5	70.7	57
16.09	27.71	180.6	90.4	58.8
16.109	16.62	170.8	48.5	54.7
16.156	29.93	194.3	113	58.4
16.175	18.69	193.5	70	.
16.235	17.45	185.4	60	54.3
16.246	22.57	183.5	76	55.9
16.262	18.49	176.8	57.8	.
16.268	22.83	170	66	57
16.273	18.01	177.9	57	56
16.355	20.21	171	59.1	58
16.364	18.01	183.1	60.4	56.5
16.399	24.85	184.4	84.5	58.2
16.402	18.08	173.6	54.5	54
16.427	18.05	195.5	69	56
16.435	21.03	175.1	64.5	58.2
16.443	16.67	190.5	60.5	57
16.492	17.68	188	62.5	57.5
16.536	24.17	185.3	83	56.8
16.544	20.73	178	65.7	58
16.547	21.78	181.8	72	57.2
16.605	20.93	183.1	70.2	55.8
16.616	16.37	170.5	47.6	55.2
16.714	18.08	181.1	59.3	56.7
16.717	20.44	180.2	66.4	56.4
16.72	23.75	192.8	88.3	57.8
16.741	19.51	189.8	70.3	59.2
16.807	22.66	184.3	77	60.3
16.9	19.18	190.2	69.4	55.7
16.903	20.97	176.7	65.5	.
16.939	18.15	173.4	54.6	56
16.966	19.14	182.4	63.7	56.1
16.999	21.25	179	68.1	56
17.018	19.55	183	65.5	57.4
17.023	20.59	165.2	56.2	56.7
17.056	19.78	184	67	58.5
17.117	20.64	183.2	69.3	56.5
17.204	20.94	177.5	66	50.5
17.327	25.79	170.5	75	.
17.333	23.62	180.3	76.8	60.5
17.336	19.6	183.9	66.3	56.9
17.347	23.32	180.5	76	56.5
17.374	23.02	174.5	70.1	58.7
17.426	17.25	183.2	57.9	.
17.429	19.49	195.5	74.5	58
17.431	19.62	182	65	56.5
17.44	24.4	171.4	71.7	58.7
17.464	19.57	185	67	59.5
17.467	18.41	173.6	55.5	55.7
17.483	21.34	182.4	71	.
17.544	23.7	164.3	64	56.5
17.555	26.86	190	97	59
17.56	20.47	186.5	71.2	57.3
17.56	20.89	164.3	56.4	57
17.571	22.42	187.1	78.5	.
17.579	20.01	181.6	66	55.5
17.604	22.69	168.6	64.5	57.7
17.678	23.39	176.4	72.8	56.6
17.681	23.57	164.9	64.1	60.2
17.694	20.88	195.7	80	59.4
17.73	23.52	172.5	70	57.5
17.749	31.34	174	94.9	56.3
17.757	21.04	196.2	81	59.7
17.911	18.09	183.6	61	56.8
17.911	26.43	181.2	86.8	58.3
17.938	25.53	180.3	83	55.4
17.957	21.75	172.2	64.5	56.3
18.039	25.05	187.1	87.7	58.8
18.094	17.64	170	51	57
18.119	20.06	187.6	70.6	58.3
18.121	19.83	171.6	58.4	57.1
18.209	20.03	177.9	63.4	58.2
18.22	22.49	187.4	79	58.4
18.343	24.5	180.7	80	60.3
18.349	18.46	193.6	69.2	58.8
18.406	24.86	180.5	81	55.8
18.45	18.93	181.7	62.5	.
18.453	18.4	170.5	53.5	55.3
18.458	19.65	178.2	62.4	58.5
18.507	24.57	193.5	92	59
18.532	19.34	186.5	67.3	58.2
18.551	19.24	193	71.7	56.9
18.606	19.24	172.4	57.2	55.2
18.617	17.51	188	61.9	55.5
18.655	16.79	189	60	56
18.677	19.38	196.7	75	58.6
18.735	21.54	191.5	79	59
18.737	22.28	191	81.3	60
18.743	26.85	192	99	59.5
18.743	18.91	179.6	61	55.9
18.762	24.25	181.5	79.9	56.9
18.765	22.97	180.2	74.6	.
18.773	19.4	189.4	69.6	55.6
18.792	18.32	174.8	56	53.9
18.85	19.36	179.8	62.6	55.9
18.929	21.26	188.8	75.8	57.3
18.959	22.24	185.1	76.2	56.1
19.011	23.84	180.3	77.5	58.5
19.028	22.22	187.1	77.8	57.9
19.049	20.83	176.9	65.2	54.9
19.052	23.63	180.5	77	57
19.06	28.69	180.8	93.8	55.8
19.063	23.64	175	72.4	58
19.077	20.97	182.7	70	56.4
19.099	20.4	198	80	57
19.104	20.93	186.1	72.5	58.7
19.148	20.67	186.5	71.9	59.5
19.227	20.55	180	66.6	55.5
19.282	20.84	185.2	71.5	57.8
19.29	28.84	180.9	94.4	58.6
19.31	19.16	177.1	60.1	57.8
19.367	24.64	178	78.1	57.2
19.405	19.63	173.8	59.3	55.8
19.408	26.95	192.7	100.1	58.2
19.471	23.87	191	87.1	58.4
19.501	22.49	186.8	78.5	57.9
19.512	18.91	182.5	63	56.5
19.526	.	.	.	.
19.575	23.37	195	88.9	60
19.63	19.87	181	65.1	.
19.633	22.61	182.1	75	57.4
19.671	24.34	179	78	57
19.707	23.72	172.5	70.6	55.9
19.739	20.9	177	65.5	56.1
19.778	19.68	178.2	62.5	57.8
19.868	21.99	186	76.1	.
19.926	31.74	192.3	117.4	57.6
19.934	23.05	181.8	76.2	58.8
19.942	25.1	193.1	93.6	60
19.978	24.53	189.5	88.1	.
20.01	23.8	170	68.8	55.5
20.03	22.25	178.6	71	57.2
20.032	21.56	184	73	56
20.117	25.1	188.7	89.4	58.1
20.281	23.67	185.1	81.1	58.8
20.323	20.71	182.5	69	59
20.372	16.79	188.7	59.8	55.2
20.429	20.48	181.1	67.2	56.6
20.761	24.6	189.1	88	.
20.78	20.13	193.5	75.4	.
20.813	21.83	189	78	59.9
21.177	23.14	181.8	76.5	.
